index,number_of_day,mounth,day_of_week,type_of_car,car_number,mass_of_trash,size_of_trash,density,tmax,tmin
10264,2,Август,понедельник,Бункеровоз,В297КЕ147,3160,32,"98,75",+27°,+14°
10265,2,Август,понедельник,Бункеровоз,К721ВС154,7160,56,"127,8571429",+27°,+14°
10266,2,Август,понедельник,Бункеровоз,Н726РУ154,5800,48,"120,8333333",+27°,+14°
10267,2,Август,понедельник,Бункеровоз,Н991НУ154,4980,40,"124,5",+27°,+14°
10268,2,Август,понедельник,Мультилифт,К801ВА154,0,0,0,+27°,+14°
10269,2,Август,понедельник,Мультилифт,Н416НС154,2620,27,"97,03703704",+27°,+14°
10270,2,Август,понедельник,Мультилифт,Н869МК154,4900,36,"136,1111111",+27°,+14°
10271,2,Август,понедельник,Самосвал,К057СC154,5860,34,"172,3529412",+27°,+14°
10272,2,Август,понедельник,Самосвал,К693СА154,1560,17,"91,76470588",+27°,+14°
10273,2,Август,понедельник,Самосвал,К722ВС154,4240,30,"141,3333333",+27°,+14°
10274,2,Август,понедельник,Самосвал,К836ВС154,2720,22,"123,6363636",+27°,+14°
10275,2,Август,понедельник,Самосвал,Н200НХ154,7440,32,"232,5",+27°,+14°
10276,2,Август,понедельник,Самосвал,Н283УУ154,3920,33,"118,7878788",+27°,+14°
10277,2,Август,понедельник,Самосвал,Н300УУ154,6460,33,"195,7575758",+27°,+14°
10278,2,Август,понедельник,Самосвал,Н344РТ154,1280,8,160,+27°,+14°
10279,2,Август,понедельник,Самосвал,Н345РК154,4140,22,"188,1818182",+27°,+14°
10280,2,Август,понедельник,Самосвал,Н412РК154,9940,66,"150,6060606",+27°,+14°
10281,2,Август,понедельник,Самосвал,Н419РК154,3260,22,"148,1818182",+27°,+14°
10282,2,Август,понедельник,Самосвал,Н515РТ154,0,0,0,+27°,+14°
10283,2,Август,понедельник,Самосвал,Н534ТТ154,3100,22,"140,9090909",+27°,+14°
10284,2,Август,понедельник,Самосвал,Н576ТТ154,8720,55,"158,5454545",+27°,+14°
10285,2,Август,понедельник,Самосвал,Н583РТ154,1580,8,"197,5",+27°,+14°
10286,2,Август,понедельник,Самосвал,Н585ТТ154,4940,33,"149,6969697",+27°,+14°
10287,2,Август,понедельник,Самосвал,Н587ТТ154,3460,33,"104,8484848",+27°,+14°
10288,2,Август,понедельник,Самосвал,Н589ТТ154,8240,33,"249,6969697",+27°,+14°
10289,2,Август,понедельник,Самосвал,Н833ТТ154,7660,40,"191,5",+27°,+14°
10290,2,Август,понедельник,Самосвал,Н861ТТ154,7220,44,"164,0909091",+27°,+14°
10291,2,Август,понедельник,Самосвал,Н915РУ154,0,0,0,+27°,+14°
10292,2,Август,понедельник,КМУ,Н275ОС154,18780,"291,17","64,49840299",+27°,+14°
10293,2,Август,понедельник,Фусо,Н547ТТ154,14360,"197,74","72,62061293",+27°,+14°
10294,2,Август,понедельник,Боковая,В036АС147,3880,"41,95","92,49106079",+27°,+14°
10295,2,Август,понедельник,Боковая,К227УК154,0,0,0,+27°,+14°
10296,2,Август,понедельник,Боковая,Н403МВ154,5940,"53,66","110,696981",+27°,+14°
10297,2,Август,понедельник,Боковая,Н405МВ154,6080,"85,51","71,10279499",+27°,+14°
10298,2,Август,понедельник,Задняя,К281ВС154,18660,"252,77","73,82205167",+27°,+14°
10299,2,Август,понедельник,Задняя,К404СВ154,14080,"227,18","61,97728673",+27°,+14°
10300,2,Август,понедельник,Задняя,К910ЕА154,15220,203,"74,97536946",+27°,+14°
10301,2,Август,понедельник,Задняя,М011ХЕ32,17420,"239,53","72,7257546",+27°,+14°
10302,2,Август,понедельник,Задняя,Н561УУ154,21320,"253,7","84,0362633",+27°,+14°
10303,2,Август,понедельник,Задняя,Н590УУ154,14240,"217,53","65,46223509",+27°,+14°
10304,2,Август,понедельник,Задняя,Н853НР123,0,0,0,+27°,+14°
10305,2,Август,понедельник,Задняя,С004УА77,0,0,0,+27°,+14°
10306,2,Август,понедельник,Задняя,С005УА77,0,0,0,+27°,+14°
10307,2,Август,понедельник,Задняя,Х787КН750,12080,"137,85","87,6314835",+27°,+14°
10308,2,Август,понедельник,Задняя,В120ЕН750,18100,"212,64","85,12039127",+27°,+14°
10309,2,Август,понедельник,Задняя,B432CX178,13420,80,"167,75",+27°,+14°
10310,2,Август,понедельник,Задняя,К170ВС154,39540,"530,8","74,49133384",+27°,+14°
10311,2,Август,понедельник,Задняя,М151ХО32,19920,"253,59","78,55199338",+27°,+14°
10312,2,Август,понедельник,Задняя,Н208УУ154,26640,"266,94","99,79770735",+27°,+14°
10313,2,Август,понедельник,Задняя,Н252УУ154,22200,"231,57","95,86734033",+27°,+14°
10314,2,Август,понедельник,Задняя,Н509ТТ154,28400,"351,31","80,84028351",+27°,+14°
10315,2,Август,понедельник,Задняя,Н513ТТ154,20780,"297,73","69,79478051",+27°,+14°
10316,2,Август,понедельник,Задняя,Н548ТТ154,18260,"231,44","78,8973384",+27°,+14°
10317,2,Август,понедельник,Задняя,Н590ТТ154,29580,"302,27","97,85952956",+27°,+14°
10318,2,Август,понедельник,Задняя,Н864ТТ154,23060,"339,25","67,97347089",+27°,+14°
10319,2,Август,понедельник,Задняя,О369АР750,0,0,0,+27°,+14°
10320,2,Август,понедельник,Задняя,О493КВ750,0,0,0,+27°,+14°
10321,2,Август,понедельник,Задняя,Т237ВВ750,17680,"232,24","76,1281433",+27°,+14°
10322,2,Август,понедельник,Задняя,Т551РС69,29400,"324,5","90,6009245",+27°,+14°
10323,3,Август,вторник,Бункеровоз,В297КЕ147,9320,69,"135,0724638",+27°,+15°
10324,3,Август,вторник,Бункеровоз,К721ВС154,4740,40,"118,5",+27°,+15°
10325,3,Август,вторник,Бункеровоз,Н726РУ154,3760,32,"117,5",+27°,+15°
10326,3,Август,вторник,Бункеровоз,Н991НУ154,3540,40,"88,5",+27°,+15°
10327,3,Август,вторник,Мультилифт,К801ВА154,3860,36,"107,2222222",+27°,+15°
10328,3,Август,вторник,Мультилифт,Н416НС154,9840,52,"189,2307692",+27°,+15°
10329,3,Август,вторник,Мультилифт,Н869МК154,5280,36,"146,6666667",+27°,+15°
10330,3,Август,вторник,Самосвал,К057СC154,4660,34,"137,0588235",+27°,+15°
10331,3,Август,вторник,Самосвал,К693СА154,4760,34,140,+27°,+15°
10332,3,Август,вторник,Самосвал,К722ВС154,2780,22,"126,3636364",+27°,+15°
10333,3,Август,вторник,Самосвал,К836ВС154,2780,20,139,+27°,+15°
10334,3,Август,вторник,Самосвал,Н200НХ154,5660,24,"235,8333333",+27°,+15°
10335,3,Август,вторник,Самосвал,Н283УУ154,3120,33,"94,54545455",+27°,+15°
10336,3,Август,вторник,Самосвал,Н300УУ154,5780,44,"131,3636364",+27°,+15°
10337,3,Август,вторник,Самосвал,Н344РТ154,1640,8,205,+27°,+15°
10338,3,Август,вторник,Самосвал,Н345РК154,4020,22,"182,7272727",+27°,+15°
10339,3,Август,вторник,Самосвал,Н412РК154,9560,77,"124,1558442",+27°,+15°
10340,3,Август,вторник,Самосвал,Н419РК154,4080,22,"185,4545455",+27°,+15°
10341,3,Август,вторник,Самосвал,Н515РТ154,0,0,0,+27°,+15°
10342,3,Август,вторник,Самосвал,Н534ТТ154,6580,44,"149,5454545",+27°,+15°
10343,3,Август,вторник,Самосвал,Н576ТТ154,5460,33,"165,4545455",+27°,+15°
10344,3,Август,вторник,Самосвал,Н583РТ154,5620,32,"175,625",+27°,+15°
10345,3,Август,вторник,Самосвал,Н585ТТ154,5000,22,"227,2727273",+27°,+15°
10346,3,Август,вторник,Самосвал,Н587ТТ154,2780,33,"84,24242424",+27°,+15°
10347,3,Август,вторник,Самосвал,Н589ТТ154,4180,22,190,+27°,+15°
10348,3,Август,вторник,Самосвал,Н833ТТ154,5220,24,"217,5",+27°,+15°
10349,3,Август,вторник,Самосвал,Н861ТТ154,2800,"25,9","108,1081081",+27°,+15°
10350,3,Август,вторник,Самосвал,Н915РУ154,1320,8,165,+27°,+15°
10351,3,Август,вторник,КМУ,Н275ОС154,9020,"268,71","33,56778683",+27°,+15°
10352,3,Август,вторник,Фусо,Н547ТТ154,11700,"196,72","59,4753965",+27°,+15°
10353,3,Август,вторник,Боковая,В036АС147,0,0,0,+27°,+15°
10354,3,Август,вторник,Боковая,К227УК154,0,0,0,+27°,+15°
10355,3,Август,вторник,Боковая,Н403МВ154,5080,"52,07","97,56097561",+27°,+15°
10356,3,Август,вторник,Боковая,Н405МВ154,7660,"104,31","73,4349535",+27°,+15°
10357,3,Август,вторник,Задняя,К281ВС154,16900,"241,14","70,08376877",+27°,+15°
10358,3,Август,вторник,Задняя,К404СВ154,17100,"227,36","75,21111893",+27°,+15°
10359,3,Август,вторник,Задняя,К910ЕА154,16160,"208,35","77,56179506",+27°,+15°
10360,3,Август,вторник,Задняя,М011ХЕ32,18540,"193,73","95,70020131",+27°,+15°
10361,3,Август,вторник,Задняя,Н561УУ154,15620,"217,47","71,82599899",+27°,+15°
10362,3,Август,вторник,Задняя,Н590УУ154,14000,"224,45","62,3746937",+27°,+15°
10363,3,Август,вторник,Задняя,Н853НР123,0,0,0,+27°,+15°
10364,3,Август,вторник,Задняя,С004УА77,0,0,0,+27°,+15°
10365,3,Август,вторник,Задняя,С005УА77,0,0,0,+27°,+15°
10366,3,Август,вторник,Задняя,Х787КН750,12000,"168,98","71,01432122",+27°,+15°
10367,3,Август,вторник,Задняя,В120ЕН750,14280,"157,7","90,55168041",+27°,+15°
10368,3,Август,вторник,Задняя,B432CX178,8340,51,"163,5294118",+27°,+15°
10369,3,Август,вторник,Задняя,К170ВС154,21200,"270,68","78,32126496",+27°,+15°
10370,3,Август,вторник,Задняя,М151ХО32,13180,"239,91","54,93726814",+27°,+15°
10371,3,Август,вторник,Задняя,Н208УУ154,17880,"230,34","77,62438135",+27°,+15°
10372,3,Август,вторник,Задняя,Н252УУ154,24100,"446,21","54,01044351",+27°,+15°
10373,3,Август,вторник,Задняя,Н509ТТ154,23020,"331,15","69,51532538",+27°,+15°
10374,3,Август,вторник,Задняя,Н513ТТ154,21400,"295,94","72,31195513",+27°,+15°
10375,3,Август,вторник,Задняя,Н548ТТ154,18700,"184,41","101,4044791",+27°,+15°
10376,3,Август,вторник,Задняя,Н590ТТ154,30000,189,"158,7301587",+27°,+15°
10377,3,Август,вторник,Задняя,Н864ТТ154,17820,"266,57","66,84923285",+27°,+15°
10378,3,Август,вторник,Задняя,О369АР750,0,0,0,+27°,+15°
10379,3,Август,вторник,Задняя,О493КВ750,0,0,0,+27°,+15°
10380,3,Август,вторник,Задняя,Т237ВВ750,14420,"194,8","74,02464066",+27°,+15°
10381,3,Август,вторник,Задняя,Т551РС69,26440,"320,1","82,59918775",+27°,+15°
10382,4,Август,среда,Бункеровоз,В297КЕ147,10020,80,"125,25",+26°,+14°
10383,4,Август,среда,Бункеровоз,К721ВС154,5060,48,"105,4166667",+26°,+14°
10384,4,Август,среда,Бункеровоз,Н726РУ154,5060,40,"126,5",+26°,+14°
10385,4,Август,среда,Бункеровоз,Н991НУ154,7780,48,"162,0833333",+26°,+14°
10386,4,Август,среда,Мультилифт,К801ВА154,3560,"23,02","154,6481321",+26°,+14°
10387,4,Август,среда,Мультилифт,Н416НС154,7300,24,"304,1666667",+26°,+14°
10388,4,Август,среда,Мультилифт,Н869МК154,3200,36,"88,88888889",+26°,+14°
10389,4,Август,среда,Самосвал,К057СC154,4540,34,"133,5294118",+26°,+14°
10390,4,Август,среда,Самосвал,К693СА154,4280,34,"125,8823529",+26°,+14°
10391,4,Август,среда,Самосвал,К722ВС154,2840,22,"129,0909091",+26°,+14°
10392,4,Август,среда,Самосвал,К836ВС154,2960,22,"134,5454545",+26°,+14°
10393,4,Август,среда,Самосвал,Н200НХ154,6260,32,"195,625",+26°,+14°
10394,4,Август,среда,Самосвал,Н283УУ154,1800,11,"163,6363636",+26°,+14°
10395,4,Август,среда,Самосвал,Н300УУ154,5120,33,"155,1515152",+26°,+14°
10396,4,Август,среда,Самосвал,Н344РТ154,0,0,0,+26°,+14°
10397,4,Август,среда,Самосвал,Н345РК154,5040,22,"229,0909091",+26°,+14°
10398,4,Август,среда,Самосвал,Н412РК154,11240,77,"145,974026",+26°,+14°
10399,4,Август,среда,Самосвал,Н419РК154,4520,22,"205,4545455",+26°,+14°
10400,4,Август,среда,Самосвал,Н515РТ154,0,0,0,+26°,+14°
10401,4,Август,среда,Самосвал,Н534ТТ154,8100,44,"184,0909091",+26°,+14°
10402,4,Август,среда,Самосвал,Н576ТТ154,5400,33,"163,6363636",+26°,+14°
10403,4,Август,среда,Самосвал,Н583РТ154,9260,56,"165,3571429",+26°,+14°
10404,4,Август,среда,Самосвал,Н585ТТ154,5360,22,"243,6363636",+26°,+14°
10405,4,Август,среда,Самосвал,Н587ТТ154,3740,22,170,+26°,+14°
10406,4,Август,среда,Самосвал,Н589ТТ154,6920,33,"209,6969697",+26°,+14°
10407,4,Август,среда,Самосвал,Н833ТТ154,4260,24,"177,5",+26°,+14°
10408,4,Август,среда,Самосвал,Н861ТТ154,10020,77,"130,1298701",+26°,+14°
10409,4,Август,среда,Самосвал,Н915РУ154,1180,8,"147,5",+26°,+14°
10410,4,Август,среда,КМУ,Н275ОС154,13520,"283,81","47,63750396",+26°,+14°
10411,4,Август,среда,Фусо,Н547ТТ154,3120,"48,1","64,86486486",+26°,+14°
10412,4,Август,среда,Боковая,В036АС147,0,0,0,+26°,+14°
10413,4,Август,среда,Боковая,К227УК154,0,0,0,+26°,+14°
10414,4,Август,среда,Боковая,Н403МВ154,5760,"52,7","109,2979127",+26°,+14°
10415,4,Август,среда,Боковая,Н405МВ154,9740,"129,21","75,38116245",+26°,+14°
10416,4,Август,среда,Задняя,К281ВС154,21760,"294,87","73,7952318",+26°,+14°
10417,4,Август,среда,Задняя,К404СВ154,14480,"226,04","64,0594585",+26°,+14°
10418,4,Август,среда,Задняя,К910ЕА154,14560,"206,01","70,67618077",+26°,+14°
10419,4,Август,среда,Задняя,М011ХЕ32,8380,"186,21","45,00295365",+26°,+14°
10420,4,Август,среда,Задняя,Н561УУ154,17760,"234,38","75,77438348",+26°,+14°
10421,4,Август,среда,Задняя,Н590УУ154,13120,"216,95","60,47476377",+26°,+14°
10422,4,Август,среда,Задняя,Н853НР123,0,0,0,+26°,+14°
10423,4,Август,среда,Задняя,С004УА77,6600,"100,1","65,93406593",+26°,+14°
10424,4,Август,среда,Задняя,С005УА77,0,0,0,+26°,+14°
10425,4,Август,среда,Задняя,Х787КН750,10980,"177,01","62,03039376",+26°,+14°
10426,4,Август,среда,Задняя,В120ЕН750,14040,"184,76","75,99047413",+26°,+14°
10427,4,Август,среда,Задняя,B432CX178,12520,83,"150,8433735",+26°,+14°
10428,4,Август,среда,Задняя,К170ВС154,19900,"269,39","73,87059653",+26°,+14°
10429,4,Август,среда,Задняя,М151ХО32,15760,"218,5","72,12814645",+26°,+14°
10430,4,Август,среда,Задняя,Н208УУ154,17320,"243,68","71,07682206",+26°,+14°
10431,4,Август,среда,Задняя,Н252УУ154,17060,"240,62","70,90017455",+26°,+14°
10432,4,Август,среда,Задняя,Н509ТТ154,23440,"320,87","73,05139153",+26°,+14°
10433,4,Август,среда,Задняя,Н513ТТ154,21320,"302,55","70,46769129",+26°,+14°
10434,4,Август,среда,Задняя,Н548ТТ154,15040,"194,76","77,22324913",+26°,+14°
10435,4,Август,среда,Задняя,Н590ТТ154,21720,"410,87","52,86343612",+26°,+14°
10436,4,Август,среда,Задняя,Н864ТТ154,20800,"333,92","62,29036895",+26°,+14°
10437,4,Август,среда,Задняя,О369АР750,0,0,0,+26°,+14°
10438,4,Август,среда,Задняя,О493КВ750,5440,"114,45","47,53167322",+26°,+14°
10439,4,Август,среда,Задняя,Т237ВВ750,9800,"214,44","45,70042902",+26°,+14°
10440,4,Август,среда,Задняя,Т551РС69,25440,"322,74","78,82506042",+26°,+14°
10441,5,Август,четверг,Бункеровоз,В297КЕ147,7320,72,"101,6666667",+25°,+14°
10442,5,Август,четверг,Бункеровоз,К721ВС154,3840,32,120,+25°,+14°
10443,5,Август,четверг,Бункеровоз,Н726РУ154,4380,40,"109,5",+25°,+14°
10444,5,Август,четверг,Бункеровоз,Н991НУ154,2680,32,"83,75",+25°,+14°
10445,5,Август,четверг,Мультилифт,К801ВА154,2900,24,"120,8333333",+25°,+14°
10446,5,Август,четверг,Мультилифт,Н416НС154,3600,24,150,+25°,+14°
10447,5,Август,четверг,Мультилифт,Н869МК154,9520,60,"158,6666667",+25°,+14°
10448,5,Август,четверг,Самосвал,К057СC154,2920,17,"171,7647059",+25°,+14°
10449,5,Август,четверг,Самосвал,К693СА154,1780,17,"104,7058824",+25°,+14°
10450,5,Август,четверг,Самосвал,К722ВС154,3000,"21,11","142,1127428",+25°,+14°
10451,5,Август,четверг,Самосвал,К836ВС154,3960,22,180,+25°,+14°
10452,5,Август,четверг,Самосвал,Н200НХ154,4660,24,"194,1666667",+25°,+14°
10453,5,Август,четверг,Самосвал,Н283УУ154,0,0,0,+25°,+14°
10454,5,Август,четверг,Самосвал,Н300УУ154,6920,44,"157,2727273",+25°,+14°
10455,5,Август,четверг,Самосвал,Н344РТ154,1740,8,"217,5",+25°,+14°
10456,5,Август,четверг,Самосвал,Н345РК154,3060,22,"139,0909091",+25°,+14°
10457,5,Август,четверг,Самосвал,Н412РК154,10940,66,"165,7575758",+25°,+14°
10458,5,Август,четверг,Самосвал,Н419РК154,2020,11,"183,6363636",+25°,+14°
10459,5,Август,четверг,Самосвал,Н515РТ154,0,0,0,+25°,+14°
10460,5,Август,четверг,Самосвал,Н534ТТ154,4400,66,"66,66666667",+25°,+14°
10461,5,Август,четверг,Самосвал,Н576ТТ154,4700,33,"142,4242424",+25°,+14°
10462,5,Август,четверг,Самосвал,Н583РТ154,4080,24,170,+25°,+14°
10463,5,Август,четверг,Самосвал,Н585ТТ154,7220,66,"109,3939394",+25°,+14°
10464,5,Август,четверг,Самосвал,Н587ТТ154,4660,33,"141,2121212",+25°,+14°
10465,5,Август,четверг,Самосвал,Н589ТТ154,7980,44,"181,3636364",+25°,+14°
10466,5,Август,четверг,Самосвал,Н833ТТ154,3160,16,"197,5",+25°,+14°
10467,5,Август,четверг,Самосвал,Н861ТТ154,12580,66,"190,6060606",+25°,+14°
10468,5,Август,четверг,Самосвал,Н915РУ154,1600,8,200,+25°,+14°
10469,5,Август,четверг,КМУ,Н275ОС154,10260,"276,41","37,11877284",+25°,+14°
10470,5,Август,четверг,Фусо,Н547ТТ154,9760,"130,08","75,03075031",+25°,+14°
10471,5,Август,четверг,Боковая,В036АС147,4360,"43,87","99,38454525",+25°,+14°
10472,5,Август,четверг,Боковая,К227УК154,0,0,0,+25°,+14°
10473,5,Август,четверг,Боковая,Н403МВ154,7740,"42,49","182,1605084",+25°,+14°
10474,5,Август,четверг,Боковая,Н405МВ154,5640,"72,37","77,9328451",+25°,+14°
10475,5,Август,четверг,Задняя,К281ВС154,16360,"230,44","70,99461899",+25°,+14°
10476,5,Август,четверг,Задняя,К404СВ154,15220,"224,94","67,66248777",+25°,+14°
10477,5,Август,четверг,Задняя,К910ЕА154,14140,"188,37","75,06503159",+25°,+14°
10478,5,Август,четверг,Задняя,М011ХЕ32,18860,"209,17","90,16589377",+25°,+14°
10479,5,Август,четверг,Задняя,Н561УУ154,22500,"236,98","94,94472107",+25°,+14°
10480,5,Август,четверг,Задняя,Н590УУ154,14620,"224,12","65,23291094",+25°,+14°
10481,5,Август,четверг,Задняя,Н853НР123,0,0,0,+25°,+14°
10482,5,Август,четверг,Задняя,С004УА77,0,0,0,+25°,+14°
10483,5,Август,четверг,Задняя,С005УА77,0,0,0,+25°,+14°
10484,5,Август,четверг,Задняя,Х787КН750,10980,"171,95","63,85577203",+25°,+14°
10485,5,Август,четверг,Задняя,В120ЕН750,8300,"137,27","60,46477745",+25°,+14°
10486,5,Август,четверг,Задняя,B432CX178,5860,40,"146,5",+25°,+14°
10487,5,Август,четверг,Задняя,К170ВС154,16420,262,"62,67175573",+25°,+14°
10488,5,Август,четверг,Задняя,М151ХО32,16060,"241,01","66,63623916",+25°,+14°
10489,5,Август,четверг,Задняя,Н208УУ154,14680,"235,74","62,27199457",+25°,+14°
10490,5,Август,четверг,Задняя,Н252УУ154,35360,"465,04","76,03646998",+25°,+14°
10491,5,Август,четверг,Задняя,Н509ТТ154,23220,"333,02","69,72554201",+25°,+14°
10492,5,Август,четверг,Задняя,Н513ТТ154,19220,"287,63","66,82195877",+25°,+14°
10493,5,Август,четверг,Задняя,Н548ТТ154,30240,"336,12","89,96786862",+25°,+14°
10494,5,Август,четверг,Задняя,Н590ТТ154,27240,"310,88","87,62223366",+25°,+14°
10495,5,Август,четверг,Задняя,Н864ТТ154,17080,"270,2","63,21243523",+25°,+14°
10496,5,Август,четверг,Задняя,О369АР750,0,0,0,+25°,+14°
10497,5,Август,четверг,Задняя,О493КВ750,0,0,0,+25°,+14°
10498,5,Август,четверг,Задняя,Т237ВВ750,0,0,0,+25°,+14°
10499,5,Август,четверг,Задняя,Т551РС69,25740,"316,8","81,25",+25°,+14°
10500,6,Август,пятница,Бункеровоз,В297КЕ147,7540,56,"134,6428571",+23°,+14°
10501,6,Август,пятница,Бункеровоз,К721ВС154,4740,31,"152,9032258",+23°,+14°
10502,6,Август,пятница,Бункеровоз,Н726РУ154,4200,32,"131,25",+23°,+14°
10503,6,Август,пятница,Бункеровоз,Н991НУ154,3620,32,"113,125",+23°,+14°
10504,6,Август,пятница,Мультилифт,К801ВА154,4580,"35,92","127,5055679",+23°,+14°
10505,6,Август,пятница,Мультилифт,Н416НС154,2980,51,"58,43137255",+23°,+14°
10506,6,Август,пятница,Мультилифт,Н869МК154,3800,12,"316,6666667",+23°,+14°
10507,6,Август,пятница,Самосвал,К057СC154,2920,17,"171,7647059",+23°,+14°
10508,6,Август,пятница,Самосвал,К693СА154,2320,17,"136,4705882",+23°,+14°
10509,6,Август,пятница,Самосвал,К722ВС154,3540,33,"107,2727273",+23°,+14°
10510,6,Август,пятница,Самосвал,К836ВС154,4820,33,"146,0606061",+23°,+14°
10511,6,Август,пятница,Самосвал,Н200НХ154,4220,16,"263,75",+23°,+14°
10512,6,Август,пятница,Самосвал,Н283УУ154,0,0,0,+23°,+14°
10513,6,Август,пятница,Самосвал,Н300УУ154,2940,22,"133,6363636",+23°,+14°
10514,6,Август,пятница,Самосвал,Н344РТ154,0,0,0,+23°,+14°
10515,6,Август,пятница,Самосвал,Н345РК154,3360,22,"152,7272727",+23°,+14°
10516,6,Август,пятница,Самосвал,Н412РК154,5880,33,"178,1818182",+23°,+14°
10517,6,Август,пятница,Самосвал,Н419РК154,2160,11,"196,3636364",+23°,+14°
10518,6,Август,пятница,Самосвал,Н515РТ154,0,0,0,+23°,+14°
10519,6,Август,пятница,Самосвал,Н534ТТ154,3500,22,"159,0909091",+23°,+14°
10520,6,Август,пятница,Самосвал,Н576ТТ154,2020,11,"183,6363636",+23°,+14°
10521,6,Август,пятница,Самосвал,Н583РТ154,2860,16,"178,75",+23°,+14°
10522,6,Август,пятница,Самосвал,Н585ТТ154,3860,33,"116,969697",+23°,+14°
10523,6,Август,пятница,Самосвал,Н587ТТ154,2220,11,"201,8181818",+23°,+14°
10524,6,Август,пятница,Самосвал,Н589ТТ154,6580,55,"119,6363636",+23°,+14°
10525,6,Август,пятница,Самосвал,Н833ТТ154,2920,16,"182,5",+23°,+14°
10526,6,Август,пятница,Самосвал,Н861ТТ154,10000,66,"151,5151515",+23°,+14°
10527,6,Август,пятница,Самосвал,Н915РУ154,0,0,0,+23°,+14°
10528,6,Август,пятница,КМУ,Н275ОС154,16300,"310,89","52,43011998",+23°,+14°
10529,6,Август,пятница,Фусо,Н547ТТ154,0,0,0,+23°,+14°
10530,6,Август,пятница,Боковая,В036АС147,4160,"58,49","71,12326893",+23°,+14°
10531,6,Август,пятница,Боковая,К227УК154,0,0,0,+23°,+14°
10532,6,Август,пятница,Боковая,Н403МВ154,4720,"50,41","93,63221583",+23°,+14°
10533,6,Август,пятница,Боковая,Н405МВ154,6920,"83,45","82,92390653",+23°,+14°
10534,6,Август,пятница,Задняя,К281ВС154,18840,"263,69","71,44753309",+23°,+14°
10535,6,Август,пятница,Задняя,К404СВ154,15480,"227,58","68,02003691",+23°,+14°
10536,6,Август,пятница,Задняя,К910ЕА154,17600,"202,63","86,85781967",+23°,+14°
10537,6,Август,пятница,Задняя,М011ХЕ32,15620,"225,63","69,22838275",+23°,+14°
10538,6,Август,пятница,Задняя,Н561УУ154,18720,"242,08","77,32980833",+23°,+14°
10539,6,Август,пятница,Задняя,Н590УУ154,12980,"212,8","60,9962406",+23°,+14°
10540,6,Август,пятница,Задняя,Н853НР123,0,0,0,+23°,+14°
10541,6,Август,пятница,Задняя,С004УА77,0,0,0,+23°,+14°
10542,6,Август,пятница,Задняя,С005УА77,0,0,0,+23°,+14°
10543,6,Август,пятница,Задняя,Х787КН750,11880,"174,92","67,91676195",+23°,+14°
10544,6,Август,пятница,Задняя,В120ЕН750,9420,"155,01","60,77027289",+23°,+14°
10545,6,Август,пятница,Задняя,B432CX178,8960,59,"151,8644068",+23°,+14°
10546,6,Август,пятница,Задняя,К170ВС154,21040,"256,66","81,97615522",+23°,+14°
10547,6,Август,пятница,Задняя,М151ХО32,17760,"237,75","74,70031546",+23°,+14°
10548,6,Август,пятница,Задняя,Н208УУ154,17640,"225,86","78,10147879",+23°,+14°
10549,6,Август,пятница,Задняя,Н252УУ154,36600,"494,88","73,95732299",+23°,+14°
10550,6,Август,пятница,Задняя,Н509ТТ154,23980,"330,11","72,64245252",+23°,+14°
10551,6,Август,пятница,Задняя,Н513ТТ154,22020,"303,78","72,48666798",+23°,+14°
10552,6,Август,пятница,Задняя,Н548ТТ154,39180,"467,16","83,86848189",+23°,+14°
10553,6,Август,пятница,Задняя,Н590ТТ154,27660,"296,47","93,29780416",+23°,+14°
10554,6,Август,пятница,Задняя,Н864ТТ154,20200,"331,25","60,98113208",+23°,+14°
10555,6,Август,пятница,Задняя,О369АР750,0,0,0,+23°,+14°
10556,6,Август,пятница,Задняя,О493КВ750,0,0,0,+23°,+14°
10557,6,Август,пятница,Задняя,Т237ВВ750,0,0,0,+23°,+14°
10558,6,Август,пятница,Задняя,Т551РС69,27740,"326,7","84,90970309",+23°,+14°
10559,7,Август,суббота,Бункеровоз,В297КЕ147,6600,40,165,+23°,+13°
10560,7,Август,суббота,Бункеровоз,К721ВС154,12200,80,"152,5",+23°,+13°
10561,7,Август,суббота,Бункеровоз,Н726РУ154,5800,32,"181,25",+23°,+13°
10562,7,Август,суббота,Бункеровоз,Н991НУ154,3580,32,"111,875",+23°,+13°
10563,7,Август,суббота,Мультилифт,К801ВА154,5040,24,210,+23°,+13°
10564,7,Август,суббота,Мультилифт,Н416НС154,4220,27,"156,2962963",+23°,+13°
10565,7,Август,суббота,Мультилифт,Н869МК154,3240,36,90,+23°,+13°
10566,7,Август,суббота,Самосвал,К057СC154,4640,34,"136,4705882",+23°,+13°
10567,7,Август,суббота,Самосвал,К693СА154,2700,17,"158,8235294",+23°,+13°
10568,7,Август,суббота,Самосвал,К722ВС154,3060,22,"139,0909091",+23°,+13°
10569,7,Август,суббота,Самосвал,К836ВС154,2080,14,"148,5714286",+23°,+13°
10570,7,Август,суббота,Самосвал,Н200НХ154,0,0,0,+23°,+13°
10571,7,Август,суббота,Самосвал,Н283УУ154,6300,44,"143,1818182",+23°,+13°
10572,7,Август,суббота,Самосвал,Н300УУ154,4840,33,"146,6666667",+23°,+13°
10573,7,Август,суббота,Самосвал,Н344РТ154,0,0,0,+23°,+13°
10574,7,Август,суббота,Самосвал,Н345РК154,3280,22,"149,0909091",+23°,+13°
